"age","income","employment_years","debt","credit_history_years","num_open_accounts","num_delinquencies","has_mortgage","has_car_loan","has_credit_card","loan_amount","loan_to_income","loan_purpose","employment_status","region"
"34","72657.16","9","23612.71","15","2","0","0","1","0","49007.22","0.674","home_improvement","employed","south"
"44","59787.23","18","16360.45","26","1","1","1","1","1","1250.94","0.021","home_improvement","employed","north"
"68","32472.25","38","72.66","51","4","2","0","1","0","2782.38","0.086","auto","unemployed","east"
"62","53676.05","29","12961.51","40","1","0","0","1","1","34138.27","0.636","personal","employed","north"
"61","67307.27","24","31575.35","38","5","0","0","0","0","13532.61","0.201","home_improvement","unemployed","west"
"42","72259.31","8","35119.14","20","4","0","0","0","1","2273.67","0.031","business","unemployed","north"
"58","57180.24","26","23608.18","38","6","0","1","1","1","42919.57","0.751","medical","unemployed","east"
"38","90635.58","17","715.88","16","7","0","1","0","0","26915.84","0.297","auto","student","south"
"53","80150.22","19","20887.28","34","4","1","0","1","1","14272.98","0.178","personal","employed","east"
"51","54866.92","20","25210.33","35","6","0","0","1","0","2813.38","0.051","personal","employed","south"
"30","75002.44","5","23708.5","11","1","0","0","0","0","50711.1","0.676","business","unemployed","north"
"31","98675.87","9","24419.45","9","4","0","1","1","0","19633.22","0.199","personal","employed","west"
"21","99209.69","2","19359.16","0","11","0","0","1","1","40959.92","0.413","medical","employed","west"
"25","35440.0","1","14131.05","1","11","2","0","1","0","33404.5","0.943","education","employed","north"
"40","41469.34","5","7699.59","16","6","0","0","0","1","12186.48","0.294","business","employed","north"
"42","89698.38","12","7775.23","24","11","0","0","0","1","12305.88","0.137","personal","student","east"
"26","38834.38","3","19075.7","10","6","0","1","0","0","41694.72","1.074","medical","employed","west"
"39","33549.18","11","17232.63","21","2","1","1","0","0","41937.76","1.25","auto","self_employed","east"
"49","50276.12","4","21690.91","26","10","0","0","0","0","8153.74","0.162","medical","retired","north"
"30","68404.53","5","1050.52","7","5","0","0","0","0","28246.7","0.413","home_improvement","employed","east"
"35","57952.07","9","22740.2","19","7","0","1","0","1","18181.78","0.314","auto","unemployed","south"
"37","46988.73","10","39654.54","20","8","0","0","0","0","4500.15","0.096","home_improvement","employed","east"
"44","46515.75","16","15941.4","23","4","1","1","1","0","23926.19","0.514","business","employed","south"
"37","45753.26","12","14260.02","16","9","0","1","1","1","243.95","0.005","auto","employed","north"
"56","42409.81","23","18708.03","32","6","0","0","1","1","13003.17","0.307","home_improvement","employed","north"
"35","105632.66","12","39388.04","13","5","0","1","0","1","8022.89","0.076","business","employed","east"
"40","65950.22","13","2716.23","23","4","0","1","1","1","12503.13","0.19","home_improvement","employed","east"
"37","77735.18","10","17438.48","21","9","0","0","1","1","18927.82","0.243","business","employed","south"
"27","50218.45","5","5404.11","6","3","1","1","0","1","4766.5","0.095","home_improvement","employed","north"
"53","56280.87","6","8435.94","33","2","0","1","1","0","43597.69","0.775","medical","self_employed","west"
"30","45728.92","3","14404.92","6","10","0","1","0","0","27399.25","0.599","home_improvement","employed","north"
"33","15000.0","7","31167.88","12","4","0","1","1","0","46918.45","3.128","medical","unemployed","north"
"59","32439.81","32","36611.89","39","8","1","1","0","1","17598.8","0.543","medical","student","south"
"67","23787.63","31","20377.71","49","8","0","1","1","1","11768.15","0.495","education","self_employed","east"
"52","15004.32","5","10480.86","36","10","0","1","0","1","46376.23","3.091","medical","employed","west"
"65","36092.82","26","44912.87","42","7","0","0","1","1","11329.1","0.314","medical","self_employed","east"
"62","86499.11","12","9869.35","39","8","0","1","1","0","17325.62","0.2","home_improvement","self_employed","west"
"43","59111.28","17","8146.37","26","10","3","0","0","1","30800.71","0.521","medical","student","east"
"58","85811.28","30","6299.32","36","11","0","1","0","0","1434.11","0.017","medical","retired","west"
"35","68219.65","9","31753.1","16","1","0","1","0","1","30669.42","0.45","personal","employed","north"
"41","75651.18","13","26618.95","22","9","0","0","0","0","28750.21","0.38","medical","self_employed","north"
"45","41982.06","10","44013.67","22","2","0","1","0","0","39039.88","0.93","medical","unemployed","east"
"67","70479.02","22","1674.28","44","10","0","1","1","1","33350.67","0.473","auto","employed","west"
"62","74574.28","34","32498.05","45","1","0","0","1","1","39499.68","0.53","medical","employed","east"
"43","48467.05","16","15841.63","25","3","0","1","1","1","18343.67","0.378","personal","self_employed","south"
"51","71190.81","17","24673.2","28","3","1","1","1","1","7059.95","0.099","education","self_employed","south"
"28","71323.76","3","4773.33","4","7","1","1","1","0","51649.78","0.724","business","employed","north"
"59","49008.95","5","32616.98","43","1","0","0","0","1","2900.43","0.059","personal","employed","south"
"46","37544.63","6","24438.2","23","1","3","1","1","1","1397.7","0.037","personal","employed","east"
"45","36317.43","6","14533.08","25","6","3","1","0","1","28476.92","0.784","medical","employed","north"
"57","61730.11","15","22741.35","36","11","0","0","1","0","44374.79","0.719","medical","student","south"
"50","66540.2","27","5814.06","34","6","0","1","0","0","22843.26","0.343","medical","student","south"
"21","44149.48","1","8046.72","0","5","0","1","0","1","34989.56","0.793","personal","employed","south"
"32","60531.71","4","9438.66","10","8","0","1","0","0","9937.04","0.164","business","employed","west"
"27","71410.74","1","7232.73","6","7","0","0","1","1","12506.83","0.175","education","unemployed","west"
"56","72363.81","14","25341.1","33","5","0","1","1","1","8109.22","0.112","business","self_employed","south"
"19","91037.6","0","29299.12","0","7","2","1","1","1","31706.16","0.348","home_improvement","employed","west"
"28","85539.62","4","6583.87","5","1","0","0","0","1","3208.47","0.038","education","employed","east"
"49","39974.17","22","19178.44","27","3","1","0","1","0","832.72","0.021","medical","employed","west"
"54","93671.72","26","11813.51","30","8","0","1","1","0","27710.38","0.296","personal","unemployed","east"
"44","49380.47","4","18939.29","22","4","0","1","0","1","35927.37","0.728","business","self_employed","east"
"62","80897.46","25","7469.07","40","1","1","0","1","0","17615.48","0.218","education","employed","east"
"65","61359.73","40","4398.9","45","2","0","1","1","0","28552.59","0.465","medical","student","south"
"24","51757.01","2","27624.9","2","10","0","1","0","1","28066.82","0.542","personal","self_employed","east"
"67","23846.06","6","14233.55","51","4","0","0","0","1","16768.6","0.703","medical","student","east"
"49","56568.71","25","39265.31","29","1","0","1","0","0","3579.42","0.063","medical","employed","east"
"51","28812.34","26","15555.72","32","9","0","1","1","1","28473.37","0.988","education","employed","north"
"22","79345.98","2","3887.06","0","6","0","0","1","0","29196.44","0.368","auto","student","east"
"50","90335.85","17","29723.29","34","5","0","0","1","0","33410.37","0.37","education","retired","east"
"55","44061.78","9","22569.6","34","10","0","0","1","1","24681.0","0.56","education","retired","north"
"48","66039.41","22","23722.47","31","4","0","1","0","0","2472.5","0.037","home_improvement","unemployed","west"
"22","45492.17","1","29287.21","0","7","0","0","0","1","30355.1","0.667","education","employed","west"
"45","47430.31","3","7166.44","22","9","0","1","0","0","19979.28","0.421","medical","employed","east"
"66","75489.89","31","13472.96","48","7","0","0","0","1","12758.94","0.169","business","employed","west"
"55","59229.23","31","12942.6","32","3","0","0","1","1","15580.46","0.263","personal","student","west"
"25","94792.96","5","488.96","5","8","1","0","1","1","9646.14","0.102","home_improvement","employed","south"
"67","50355.35","15","11836.92","43","9","0","1","1","0","33332.66","0.662","personal","unemployed","west"
"67","79986.73","6","31036.55","45","2","0","1","1","0","1271.72","0.016","personal","student","west"
"26","61948.27","6","17848.06","10","2","0","0","0","1","5097.71","0.082","personal","retired","north"
"59","75915.56","34","1152.74","42","8","2","1","1","1","15068.41","0.198","personal","student","west"
"39","51056.85","11","3670.07","20","2","0","1","0","1","44206.26","0.866","medical","employed","north"
"48","59008.82","18","34977.31","31","10","0","1","1","1","35814.21","0.607","auto","employed","south"
"41","57690.02","10","13916.17","24","2","0","0","1","0","4612.61","0.08","auto","retired","west"
"58","43278.86","17","7231.08","34","11","0","1","1","1","40270.21","0.93","personal","employed","east"
"69","73241.63","9","11712.1","46","8","0","1","1","1","40241.3","0.549","auto","employed","south"
"59","73004.98","7","2727.69","40","5","0","1","0","1","2389.88","0.033","home_improvement","retired","east"
"66","71871.09","13","32077.14","49","3","0","1","1","1","17821.87","0.248","home_improvement","self_employed","north"
"67","90739.31","37","10283.36","50","4","0","0","1","0","18916.68","0.208","business","employed","north"
"22","88986.9","0","31408.82","0","9","0","1","1","0","36836.37","0.414","medical","employed","west"
"31","52501.11","3","15619.82","13","9","1","1","0","0","43868.93","0.836","education","employed","north"
"55","67461.05","19","32154.38","39","3","0","1","0","1","6937.59","0.103","home_improvement","student","west"
"48","47527.99","8","18080.33","29","6","2","1","1","0","46279.69","0.974","business","self_employed","south"
"20","60467.11","0","25238.79","0","11","1","0","0","0","13418.99","0.222","business","employed","north"
"22","48005.01","2","23629.12","1","3","1","1","1","0","14479.24","0.302","education","employed","west"
"45","92401.41","10","22479.49","26","8","1","0","0","0","13741.84","0.149","auto","student","north"
"50","67273.96","19","19175.21","26","2","0","1","1","1","37285.06","0.554","education","student","south"
"26","55639.42","6","12205.79","5","10","0","1","0","1","39474.54","0.709","business","employed","north"
"26","83872.37","1","37985.22","2","2","0","1","1","0","34313.35","0.409","education","self_employed","west"
"24","16587.69","4","4116.76","5","4","0","0","0","1","258.25","0.016","personal","employed","south"
"47","19717.95","23","15051.69","26","6","0","1","1","1","32939.29","1.671","auto","employed","east"
"18","75916.77","0","15178.63","0","5","0","0","0","1","27635.63","0.364","home_improvement","employed","north"
"47","61209.37","17","19829.29","25","2","0","1","1","0","5068.52","0.083","education","employed","east"
"42","65008.93","14","9846.33","20","8","2","1","0","1","11005.21","0.169","personal","employed","east"
"42","33472.08","14","18776.96","24","1","0","0","1","0","35569.84","1.063","personal","employed","south"
"53","59535.33","22","12973.89","29","11","0","1","1","1","17298.51","0.291","education","employed","west"
"45","100070.19","3","3983.43","22","1","0","1","1","0","722.27","0.007","auto","employed","south"
"55","76483.99","32","15114.63","31","4","0","0","0","1","16877.42","0.221","education","employed","east"
"57","63394.13","22","1793.22","40","11","2","0","0","0","25460.62","0.402","personal","self_employed","north"
"65","51218.92","34","5812.63","43","2","0","0","0","1","18757.23","0.366","auto","employed","west"
"59","52108.54","16","16642.48","43","1","0","0","0","1","3279.79","0.063","auto","employed","north"
"44","17416.04","2","20854.6","28","9","0","1","1","0","48283.35","2.772","education","retired","east"
"43","65152.81","12","21320.38","19","1","0","1","1","1","35063.27","0.538","home_improvement","employed","north"
"30","76909.66","6","21806.05","13","10","0","1","0","1","14969.34","0.195","home_improvement","student","north"
"49","28487.61","13","8191.07","26","5","3","0","1","0","15573.58","0.547","home_improvement","self_employed","north"
"25","46771.66","2","1332.2","6","10","0","1","0","0","25392.31","0.543","education","self_employed","west"
"66","36850.71","14","38682.26","48","3","0","1","1","1","3055.68","0.083","business","employed","north"
"61","40692.98","22","2433.49","45","2","0","1","0","1","24840.15","0.61","auto","employed","west"
"24","61069.63","2","22330.09","2","11","0","0","1","1","39.01","0.001","business","unemployed","east"
"58","18311.96","35","6756.75","36","9","4","0","0","1","18941.99","1.034","auto","unemployed","north"
"24","72285.41","1","15956.07","4","11","1","1","0","1","2471.43","0.034","personal","employed","south"
"55","75077.1","13","7400.95","32","4","0","1","0","0","3228.74","0.043","home_improvement","unemployed","south"
"22","54977.95","1","21738.49","4","5","0","0","0","0","44685.84","0.813","auto","employed","south"
"43","15000.0","13","16641.29","23","7","0","1","1","0","20888.39","1.393","home_improvement","student","east"
"52","40071.63","16","9620.52","34","5","0","1","1","0","23111.1","0.577","auto","unemployed","west"
"55","84658.04","22","2397.93","34","3","0","1","0","1","10170.7","0.12","medical","employed","west"
"39","15000.0","18","18213.29","22","5","1","0","0","1","11044.97","0.736","auto","student","east"
"65","53049.53","15","447.37","45","7","0","1","1","0","26918.18","0.507","auto","retired","west"
"58","36399.98","26","20129.77","38","1","0","0","1","1","22912.04","0.629","home_improvement","self_employed","west"
"28","76091.41","1","46517.82","7","4","1","1","0","0","12310.45","0.162","business","employed","north"
"52","46497.72","10","31202.04","32","4","1","0","1","0","23107.07","0.497","home_improvement","unemployed","east"
"55","68079.08","17","23620.17","34","1","0","0","1","1","25498.38","0.375","education","self_employed","west"
"35","71309.21","2","13972.71","15","2","0","1","1","1","39256.43","0.551","home_improvement","employed","north"
"56","96724.52","22","8265.03","38","6","0","1","1","1","10171.53","0.105","auto","student","east"
"64","55941.16","29","867.44","47","2","1","1","0","0","13631.03","0.244","personal","employed","west"
"60","67520.89","29","30393.51","39","4","0","1","0","1","5048.44","0.075","education","unemployed","south"
"57","30298.89","20","5522.93","33","7","0","1","1","1","3544.02","0.117","medical","self_employed","west"
"50","83808.27","18","6608.97","28","10","0","1","0","0","31050.63","0.37","medical","employed","west"
"32","44789.82","5","13012.19","11","2","0","0","0","0","20751.05","0.463","home_improvement","retired","east"
"59","48784.92","5","2255.44","35","5","0","1","1","0","13274.65","0.272","medical","employed","east"
"36","59555.04","3","278.78","12","2","1","0","0","1","41386.93","0.695","home_improvement","employed","east"
"45","28742.31","16","14394.31","25","5","0","1","1","0","20108.19","0.7","personal","employed","south"
"34","64575.4","14","4301.65","18","6","0","0","0","0","33444.75","0.518","education","employed","south"
"34","79349.33","1","6107.78","13","9","3","0","0","0","4626.98","0.058","business","self_employed","east"
"26","65858.68","4","5625.71","5","5","0","1","0","0","4029.84","0.061","medical","employed","south"
"67","28222.05","34","21268.32","49","11","0","0","0","1","41558.64","1.473","business","student","west"
"25","57523.81","5","12214.49","2","2","0","1","1","1","21518.23","0.374","home_improvement","retired","west"
"22","74840.58","2","12857.14","0","1","0","0","1","0","21549.12","0.288","education","unemployed","south"
"66","22440.22","28","22163.35","48","1","0","0","1","0","3227.71","0.144","medical","employed","east"
"46","38504.68","18","13295.52","26","4","0","1","1","0","21511.73","0.559","auto","self_employed","north"
"40","77530.87","17","11660.95","23","3","0","1","0","1","2810.94","0.036","auto","employed","north"
"56","65401.91","7","20645.4","39","2","0","1","0","0","37803.06","0.578","personal","unemployed","south"
"37","68239.43","15","23018.37","19","3","0","1","1","1","60917.46","0.893","business","employed","north"
"24","97189.9","0","13235.12","5","11","1","1","0","0","27259.12","0.28","medical","student","west"
"55","69371.06","28","15967.29","37","9","0","0","1","0","10475.8","0.151","personal","employed","north"
"27","73157.76","1","5618.52","10","1","1","1","1","1","18004.87","0.246","home_improvement","employed","south"
"46","114214.91","7","4671.8","26","11","0","0","1","0","5266.96","0.046","personal","retired","south"
"67","55723.91","5","24229.77","46","3","0","0","1","1","43322.93","0.777","education","employed","north"
"66","44042.34","21","20339.3","48","5","0","0","1","1","4562.12","0.104","business","unemployed","south"
"36","68555.93","6","20463.58","16","4","0","0","1","0","14437.48","0.211","business","student","east"
"58","68779.82","9","18370.25","40","5","0","0","1","1","29829.89","0.434","medical","employed","west"
"49","49465.69","14","15554.44","27","9","0","1","0","1","42234.35","0.854","business","employed","north"
"42","39352.06","10","23356.94","21","8","0","0","0","1","17006.2","0.432","auto","employed","north"
"25","106196.89","4","26221.31","1","7","0","1","1","0","13930.0","0.131","medical","unemployed","south"
"37","66536.87","15","25934.74","21","7","0","1","0","0","21074.32","0.317","education","retired","south"
"51","45354.29","20","13790.67","28","9","0","0","1","1","10585.43","0.233","home_improvement","employed","west"
"69","78318.61","10","31643.91","50","3","0","0","0","1","11392.71","0.145","personal","self_employed","north"
"18","57817.1","0","17741.53","2","5","0","1","1","0","26178.2","0.453","auto","employed","south"
"55","54942.37","30","22588.51","33","2","0","1","1","1","22779.37","0.415","medical","self_employed","east"
"62","71245.46","7","18385.05","45","8","0","0","1","1","51974.08","0.73","business","unemployed","south"
"67","34162.35","20","17964.08","50","5","0","1","1","1","26582.73","0.778","business","student","east"
"40","67052.54","18","6170.98","16","8","0","0","0","1","37267.18","0.556","medical","employed","west"
"24","98259.1","5","23416.21","7","7","0","1","0","0","3930.72","0.04","auto","employed","east"
"32","69323.55","6","49143.53","12","4","0","0","0","1","27877.36","0.402","business","employed","south"
"62","52475.76","27","10502.46","45","2","2","1","0","0","9155.28","0.174","auto","employed","west"
"63","49857.89","20","15851.94","46","11","0","0","1","0","25931.8","0.52","personal","employed","west"
"51","51793.2","23","9645.54","35","4","1","0","1","1","30327.72","0.586","medical","student","west"
"24","54920.75","0","9143.76","8","2","0","0","0","0","20748.03","0.378","auto","employed","north"
"24","52443.87","1","33533.39","4","4","0","0","0","1","56109.89","1.07","business","employed","west"
"42","78326.23","14","6924.35","23","10","0","0","1","0","41419.7","0.529","medical","self_employed","west"
"48","25335.82","8","9311.03","32","3","0","0","1","0","37658.68","1.486","personal","employed","west"
"19","77240.0","0","4049.91","0","11","0","0","1","0","31464.29","0.407","education","employed","east"
"53","52406.27","13","5908.66","35","6","1","1","1","1","46450.41","0.886","home_improvement","student","south"
"46","67538.96","22","5500.8","25","10","0","1","0","0","1554.54","0.023","home_improvement","employed","east"
"18","37460.24","0","22581.66","0","8","0","1","0","0","40554.25","1.083","auto","employed","east"
"22","86572.62","1","48596.37","0","1","0","0","0","0","5131.34","0.059","personal","employed","west"
"41","84912.7","16","10599.85","17","6","0","0","0","0","11534.91","0.136","medical","employed","south"
"55","79191.81","11","5001.1","38","5","1","0","0","1","28420.89","0.359","education","employed","east"
"60","29704.9","20","25800.0","43","3","0","0","0","0","38498.3","1.296","auto","employed","west"
"40","76582.42","5","6276.9","18","7","0","0","1","0","2696.35","0.035","personal","employed","west"
"33","68097.1","11","30592.16","15","2","2","1","0","0","12311.83","0.181","education","student","north"
"68","27894.58","37","11615.65","45","8","3","0","1","0","21462.98","0.769","education","employed","west"
"41","59514.05","18","7418.21","21","10","0","0","1","0","17204.51","0.289","personal","employed","north"
"34","67290.69","12","12864.51","17","2","0","1","1","1","32810.48","0.488","home_improvement","employed","west"
"41","71121.51","19","24093.32","18","6","1","1","1","0","71538.91","1.006","home_improvement","retired","north"
"18","63545.23","0","12270.95","0","8","0","0","1","0","26289.81","0.414","home_improvement","employed","north"
"33","65824.63","12","9039.3","10","1","0","0","0","0","8972.05","0.136","auto","student","east"
"44","89472.23","14","12614.02","24","5","0","1","0","1","552.38","0.006","medical","employed","east"
"65","84520.68","20","262.26","48","3","2","0","1","1","15121.19","0.179","education","retired","east"
"56","15000.0","20","19764.38","34","1","2","1","1","1","5896.25","0.393","medical","employed","south"
"58","53651.23","14","6440.72","41","9","0","0","0","1","27013.25","0.503","business","employed","north"
"46","56706.98","9","9670.54","25","5","0","0","0","0","26780.32","0.472","home_improvement","employed","east"
"23","24958.03","1","24112.62","4","9","0","0","0","1","13052.48","0.523","education","employed","east"
"38","61883.66","3","18636.58","15","7","0","0","0","1","49774.33","0.804","business","unemployed","east"
"69","84975.16","25","22083.85","46","10","2","0","1","0","8968.29","0.106","business","self_employed","south"
"20","38268.64","1","14219.45","1","11","0","0","0","1","18208.53","0.476","education","self_employed","west"
"63","66728.02","27","29036.95","40","7","0","1","1","1","29587.44","0.443","home_improvement","employed","west"
"53","41683.53","18","26096.39","37","4","1","1","1","1","33380.82","0.801","home_improvement","self_employed","north"
"32","46561.76","6","20353.69","16","5","0","0","1","0","39163.65","0.841","education","employed","north"
"58","89547.87","18","26130.55","34","10","1","1","0","1","26427.45","0.295","personal","retired","north"
"61","49148.84","11","24005.08","40","5","0","1","0","1","35763.69","0.728","business","self_employed","north"
"20","69244.25","1","9726.44","0","6","1","0","0","0","10023.38","0.145","home_improvement","employed","east"
"23","22575.64","1","1126.79","6","3","0","0","1","1","33771.23","1.496","business","unemployed","east"
"52","97246.35","22","20044.35","34","11","0","0","1","1","33570.94","0.345","medical","employed","south"
"69","72053.05","36","21553.07","47","8","0","0","0","0","42693.3","0.593","home_improvement","employed","east"
"19","56350.0","0","28085.66","0","4","0","1","0","0","5026.54","0.089","auto","employed","west"
"52","71510.93","26","3764.14","28","7","0","0","1","0","6392.25","0.089","education","self_employed","west"
"25","31803.61","2","4122.83","6","5","0","0","1","1","32347.11","1.017","home_improvement","employed","south"
"51","83650.61","26","20518.8","31","2","0","0","1","1","19770.47","0.236","personal","employed","east"
"50","53520.3","21","14146.0","33","10","1","0","1","0","27380.09","0.512","personal","unemployed","east"
"22","55918.61","2","7629.14","6","10","0","0","1","1","35897.07","0.642","auto","employed","west"
"53","50166.89","22","19501.3","34","10","0","0","0","1","11354.37","0.226","personal","self_employed","west"
"64","48386.97","35","7229.07","43","5","1","0","0","1","13547.15","0.28","home_improvement","employed","south"
"62","73893.41","39","3656.92","46","3","0","0","1","1","3887.94","0.053","home_improvement","employed","west"
"19","65118.14","0","31220.18","0","1","1","1","0","1","12176.79","0.187","business","unemployed","south"
"30","73034.96","9","36898.55","9","9","0","1","1","1","12611.47","0.173","home_improvement","employed","west"
"30","59824.11","8","412.12","7","4","0","1","1","1","9757.38","0.163","business","self_employed","west"
"41","70264.0","10","11047.3","17","10","0","1","0","1","8934.83","0.127","auto","self_employed","west"
"25","51623.03","5","15511.47","6","10","1","1","0","0","15934.93","0.309","business","unemployed","north"
"62","104594.64","18","36374.72","43","2","0","0","0","1","15753.44","0.151","business","employed","north"
"58","28641.39","22","9085.57","35","11","0","0","1","1","48111.98","1.68","personal","unemployed","west"
"60","85218.75","7","9277.39","38","2","3","0","1","1","14087.22","0.165","education","employed","north"
"28","87358.15","2","33584.71","10","6","0","1","1","0","25162.25","0.288","medical","employed","north"
"18","42956.82","0","10502.53","0","6","2","0","1","1","11346.76","0.264","home_improvement","employed","south"
"65","104585.47","19","23666.42","48","11","1","1","1","0","11156.06","0.107","business","employed","south"
"33","79909.81","6","2725.72","13","8","2","1","0","0","5565.56","0.07","business","employed","north"
"52","79422.78","10","12945.21","34","10","2","0","0","0","3570.49","0.045","personal","employed","north"
"65","60560.44","23","4915.16","41","7","4","1","1","0","1895.03","0.031","education","employed","south"
"19","55655.48","0","2334.79","3","10","0","0","1","1","22755.45","0.409","personal","self_employed","east"
"18","55811.82","0","25070.42","0","10","1","0","1","1","36142.6","0.648","home_improvement","employed","east"
"18","67810.61","0","14401.14","0","10","1","1","0","1","6799.97","0.1","home_improvement","employed","west"
"26","88023.73","4","11170.73","10","5","0","0","0","1","11763.85","0.134","personal","employed","west"
"20","63626.28","0","6015.0","0","5","0","1","0","0","503.36","0.008","auto","employed","north"
"60","41771.13","24","12352.13","38","11","3","0","0","1","16035.84","0.384","education","self_employed","east"
"49","76488.54","14","18613.36","32","9","0","0","1","0","36136.54","0.472","home_improvement","student","north"
"68","78423.01","20","26794.99","52","11","0","1","0","1","13296.76","0.17","business","employed","south"
"59","73093.19","19","16501.76","42","7","0","0","0","0","19287.25","0.264","personal","self_employed","south"
"68","74909.98","28","5018.87","49","11","0","0","1","1","41828.43","0.558","auto","employed","east"
"30","54581.44","6","16909.15","13","8","1","1","1","1","26868.51","0.492","auto","retired","south"
"32","41420.22","6","13813.64","10","9","0","0","0","1","8598.62","0.208","auto","employed","west"
"62","42636.13","33","19840.51","46","2","0","0","1","1","22383.73","0.525","personal","employed","south"
"30","27290.74","8","18210.48","7","7","1","0","1","1","7586.76","0.278","medical","employed","west"
"20","64738.97","0","11341.59","0","9","0","1","1","0","26307.23","0.406","education","employed","west"
"52","58331.02","25","8677.76","30","9","1","1","0","1","27730.1","0.475","medical","unemployed","east"
"59","51200.25","32","12053.98","35","11","0","1","1","0","507.4","0.01","auto","employed","north"
"68","15000.0","11","28784.91","44","4","1","0","1","0","22627.24","1.508","business","employed","east"
"66","35053.65","27","6215.9","50","4","2","1","1","1","18236.4","0.52","business","employed","south"
"24","82416.81","1","14246.32","5","11","0","0","1","0","28170.16","0.342","medical","retired","south"
"58","46707.48","27","17200.11","36","11","0","1","0","0","32470.21","0.695","auto","unemployed","south"
"61","67211.83","12","33724.21","42","2","0","1","1","0","27161.74","0.404","auto","student","south"
"54","32186.29","22","11396.3","32","5","0","0","1","1","15452.1","0.48","business","unemployed","south"
"60","88774.11","12","26505.68","38","11","1","1","1","1","33999.95","0.383","business","student","west"
"61","57119.45","21","29783.75","37","3","0","1","0","0","6904.06","0.121","home_improvement","employed","south"
"41","65800.81","19","14234.95","23","9","0","1","1","1","192.17","0.003","personal","employed","south"
"20","106515.6","0","12471.37","1","2","0","1","1","0","27929.3","0.262","education","employed","east"
"41","90328.8","18","11051.36","25","2","0","0","1","0","18947.89","0.21","business","employed","north"
"28","53868.69","8","11930.12","10","9","1","1","0","0","7676.8","0.143","education","self_employed","east"
"23","48135.6","3","25250.88","5","7","0","0","0","0","25966.32","0.539","education","employed","west"
"24","53489.1","1","17772.12","4","7","0","0","1","1","9568.41","0.179","auto","employed","west"
"54","70197.96","27","17823.48","35","10","0","0","1","0","10292.32","0.147","medical","self_employed","north"
"44","57895.52","3","1497.32","21","4","1","0","0","0","27054.05","0.467","auto","employed","south"
"46","52095.12","11","3390.12","24","6","0","1","0","1","4552.46","0.087","education","employed","north"
"56","89343.63","30","40721.36","34","7","0","0","0","0","26138.85","0.293","medical","employed","east"
"46","57715.8","18","12866.09","30","9","0","0","0","1","11644.66","0.202","medical","self_employed","south"
"50","105991.78","16","5702.74","30","4","0","0","0","1","19507.88","0.184","medical","employed","west"
"22","61814.85","1","32173.19","0","7","2","1","0","1","28927.37","0.468","medical","employed","north"
"62","95706.37","32","18381.7","44","5","0","1","0","1","34291.96","0.358","education","employed","west"
"41","67146.39","15","21937.86","22","6","0","1","1","0","21387.39","0.319","business","unemployed","south"
"26","79259.21","3","13343.44","4","10","1","1","0","0","7789.85","0.098","education","employed","west"
"60","45507.78","34","11175.92","37","5","0","0","1","1","13129.42","0.289","medical","employed","north"
"56","42924.82","10","12964.96","33","8","0","1","0","0","29554.33","0.689","auto","student","south"
"20","69194.12","0","1592.86","1","11","0","1","0","0","4681.2","0.068","medical","student","south"
"28","79771.06","6","13944.87","9","9","0","1","0","1","17329.0","0.217","personal","employed","west"
"18","60805.13","0","18552.4","0","11","1","0","0","1","14211.74","0.234","personal","employed","east"
"32","34272.13","4","37205.56","10","7","1","0","1","0","18449.57","0.538","medical","employed","west"
"23","32794.83","1","16031.99","4","4","2","1","0","1","4860.76","0.148","home_improvement","self_employed","east"
"54","31457.27","7","13010.12","35","11","2","0","0","1","7779.17","0.247","auto","employed","west"
"45","24647.56","21","13872.17","28","8","0","0","1","0","27811.14","1.128","personal","student","east"
"68","62189.71","14","47874.05","48","3","0","0","1","0","34461.97","0.554","home_improvement","unemployed","east"
"56","82500.88","19","25396.39","38","4","0","0","0","1","6882.62","0.083","education","employed","west"
"49","59731.68","27","5269.33","29","3","2","0","0","0","25533.89","0.427","medical","employed","west"
"44","15000.0","2","22093.28","21","10","1","1","0","0","36247.74","2.417","medical","student","east"
"20","56184.79","1","6095.84","0","2","0","0","1","0","28938.67","0.515","education","self_employed","south"
"21","56744.02","1","1245.69","1","9","0","1","1","1","13749.95","0.242","personal","unemployed","east"
"50","101919.98","23","10819.57","26","7","1","0","0","1","5847.55","0.057","personal","employed","east"
"18","30857.24","0","16098.32","0","1","2","1","0","0","21214.67","0.688","home_improvement","self_employed","west"
"20","52186.45","0","7465.87","1","7","1","0","1","0","23716.78","0.454","education","unemployed","east"
"29","94117.05","2","1210.09","7","9","0","1","1","1","21437.11","0.228","education","retired","west"
"63","68999.57","31","15124.03","44","8","0","1","1","0","17297.98","0.251","personal","employed","east"
"41","71266.26","16","10101.92","18","6","0","1","1","1","3760.22","0.053","personal","employed","west"
"54","62291.69","7","19737.74","35","4","0","0","1","0","26340.32","0.423","personal","employed","west"
"39","66598.87","8","423.98","21","2","2","1","0","1","27062.82","0.406","medical","self_employed","west"
"27","75552.19","7","23569.36","10","1","0","0","0","1","23012.33","0.305","personal","student","north"
"37","43810.27","1","794.89","14","4","0","0","1","1","21664.9","0.495","education","employed","west"
"22","77561.17","1","34712.81","4","7","0","0","1","0","45188.74","0.583","education","employed","south"
"58","32539.94","21","5589.1","35","1","0","1","0","0","10634.32","0.327","education","employed","west"
